"","sp","lon","lat","sol","sol_Hi","sol_Lo","sol_Mo","sol_VL","tot","lab","org","occ","sec","apa","stp10","stp100","stp20","stp30","PBR1","PBR2","PHO1","PHO2","PMEH1","PMEH2","PNZ1","PNZ2","POL1","POL2","TP1","TP2","NPlim","ext_P20"
"260","Zea mays",-80.552275,8.061959,5,70,0,30,0,321.88916015625,39.7714767456055,130.869049072266,73.3134765625,23.0836601257324,54.8514785766602,316.851013183594,268.168212890625,280.600494384766,283.423736572266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","Zea mays",-80.48333333,7.966666667,5,60,0,40,0,940.009643554688,116.144233703613,382.175598144531,214.096572875977,67.4109725952148,160.182220458984,460.382568359375,414.62939453125,434.574737548828,429.382171630859,923,285,NA,NA,NA,NA,3040,3323,NA,NA,500,300,NA,NA
"262","Zea mays",-79.1,9.166666667,5,60,20,10,10,206.999984741211,14.299955368042,54.2741050720215,103.985618591309,27.6496086120605,6.79070043563843,394.226226806641,331.013793945312,351.59765625,347.559051513672,1757,218,NA,NA,NA,NA,4287,3413,NA,NA,800,500,NA,NA
"263","Zea mays",-78.978395,9.215315,11,0,70,30,0,206.999984741211,14.299955368042,54.2741050720215,103.985618591309,27.6496086120605,6.79070043563843,436.185974121094,436.877593994141,439.089691162109,456.258056640625,1757,218,NA,NA,NA,NA,4287,3413,NA,NA,800,500,-0.327699989080429,NA
"264","Zea mays",-74.267982,18.563505,8,0,0,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","Zea mays",-80.172251,8.566825,5,60,0,40,0,940.009643554688,116.144233703613,382.175598144531,214.096572875977,67.4109725952148,160.182220458984,426.730590820312,377.413360595703,392.436401367188,389.665222167969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.242249995470047,NA
"266","Zea mays",-80.258465,8.40745,8,0,20,80,0,321.88916015625,39.7714767456055,130.869049072266,73.3134765625,23.0836601257324,54.8514785766602,NA,NA,NA,NA,503,38,600,NA,1373,417,3660,3441,705,177,600,500,NA,NA
"267","Zea mays",-80.258465,8.40745,8,0,20,80,0,321.88916015625,39.7714767456055,130.869049072266,73.3134765625,23.0836601257324,54.8514785766602,NA,NA,NA,NA,503,38,600,NA,1373,417,3660,3441,705,177,600,500,NA,NA
"268","Zea mays",-76.95,20.96666667,9,0,50,50,0,297.140411376953,16.1219482421875,36.1785087585449,140.300979614258,18.2280216217041,86.3109664916992,603.437377929688,580.643798828125,587.465270996094,599.647705078125,568,90,200,NA,294,18,4520,5590,523,178,700,500,NA,NA
"269","Zea mays",-76.43333333,20.38333333,9,0,40,60,0,576.718078613281,71.2572250366211,234.473724365234,131.353302001953,41.358226776123,98.2755737304688,413.108642578125,373.061889648438,385.280792236328,378.104431152344,784,104,700,NA,1121,199,3591,3755,523,165,500,500,NA,NA
"270","Zea mays",-76.21666667,20.3,8,0,20,80,0,576.718078613281,71.2572250366211,234.473724365234,131.353302001953,41.358226776123,98.2755737304688,413.108642578125,373.061889648438,385.280792236328,378.104431152344,862,278,NA,NA,1675,694,3211,3209,870,NA,600,500,-0.47843000292778,NA
"271","Zea mays",-76.21666667,20.3,8,0,20,80,0,576.718078613281,71.2572250366211,234.473724365234,131.353302001953,41.358226776123,98.2755737304688,413.108642578125,373.061889648438,385.280792236328,378.104431152344,862,278,NA,NA,1675,694,3211,3209,870,NA,600,500,-0.47843000292778,NA
"272","Zea mays",-61.350975,16.319743,8,0,0,100,0,NA,NA,NA,NA,NA,NA,490.788238525391,440.536041259766,468.777374267578,457.440979003906,568,90,200,NA,294,18,4520,5590,523,178,700,500,-0.416629999876022,NA
"273","Zea mays",-61.482804,16.214784,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,490.788238525391,440.536041259766,468.777374267578,457.440979003906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.471709996461868,NA
"274","Zea mays",-61.700681,16.320169,4,80,0,20,0,604.5,41.7600173950195,158.496109008789,303.668151855469,80.7448883056641,19.8308143615723,888.5859375,800.274780273438,837.725646972656,805.852416992188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.473989993333817,NA
"275","Zea mays",-61.581424,16.262387,9,20,5,70,5,604.5,41.7600173950195,158.496109008789,303.668151855469,80.7448883056641,19.8308143615723,888.5859375,800.274780273438,837.725646972656,805.852416992188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.481530010700226,NA
"276","Zea mays",-72.341009,19.507351,8,0,0,100,0,NA,NA,NA,NA,NA,NA,481.136047363281,443.887115478516,456.515380859375,451.818450927734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","Zea mays",-73.800134,18.286044,8,0,0,100,0,272.378723144531,19.7427825927734,67.5555267333984,102.82608795166,30.9780158996582,51.2762870788574,430.021301269531,357.920959472656,391.4140625,375.485473632812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","Zea mays",-66.299774,18.18164,9,20,30,50,0,447.863861083984,23.5201835632324,83.898551940918,197.266418457031,19.6525821685791,123.526107788086,520.5009765625,481.617065429688,500.460174560547,509.867126464844,962,407,0,0,546,309,2726,2583,296,133,600,500,NA,NA
"279","Zea mays",-65.741368,18.190513,9,20,30,50,0,272.378723144531,19.7427825927734,67.5555267333984,102.82608795166,30.9780158996582,51.2762870788574,469.232879638672,411.828125,427.710815429688,426.353790283203,1380,395,600,500,1750,449,3651,2782,510,111,700,500,NA,NA
"280","Zea mays",-70.5,19.18333333,11,0,60,40,0,272.378723144531,19.7427825927734,67.5555267333984,102.82608795166,30.9780158996582,51.2762870788574,513.20654296875,460.399383544922,470.482360839844,486.616394042969,774,52,NA,NA,1377,513,2933,2722,839,NA,600,500,NA,NA
"281","Zea mays",-70.021015,19.197019,9,20,5,70,5,272.378723144531,19.7427825927734,67.5555267333984,102.82608795166,30.9780158996582,51.2762870788574,513.20654296875,460.399383544922,470.482360839844,486.616394042969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282","Zea mays",-98.905924,21.544818,9,0,33,67,0,272.378723144531,14.7784519195557,33.163631439209,128.60920715332,16.709020614624,79.1183776855469,647.483581542969,599.573364257812,640.637817382812,621.727600097656,580,NA,NA,NA,NA,NA,3820,4326,NA,NA,NA,NA,-0.410439997911453,NA
"283","Zea mays",-70.382798,19.677604,8,0,0,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","Zea mays",-70.488525,19.354584,8,0,20,80,0,272.378723144531,19.7427825927734,67.5555267333984,102.82608795166,30.9780158996582,51.2762870788574,513.20654296875,460.399383544922,470.482360839844,486.616394042969,774,52,NA,NA,1377,513,2933,2722,839,NA,600,500,-0.467059999704361,NA
"285","Zea mays",-70.5,19.18333333,11,0,60,40,0,272.378723144531,19.7427825927734,67.5555267333984,102.82608795166,30.9780158996582,51.2762870788574,513.20654296875,460.399383544922,470.482360839844,486.616394042969,774,52,NA,NA,1377,513,2933,2722,839,NA,600,500,NA,NA
"286","Zea mays",-61.249598,13.176096,8,0,0,80,20,NA,NA,NA,NA,NA,NA,452.691680908203,427.861267089844,437.016754150391,447.865020751953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.514209985733032,NA
"287","Zea mays",-61.221184,13.161853,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,452.691680908203,427.861267089844,437.016754150391,447.865020751953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.507770001888275,NA
"288","Zea mays",-61.399664,10.642774,5,70,0,30,0,206.999984741211,14.299955368042,54.2741050720215,103.985618591309,27.6496086120605,6.79070043563843,352.651519775391,291.084106445312,308.711578369141,305.4130859375,177,18,1000,0,342,60,5928,6738,NA,NA,700,400,NA,NA
"289","Zea mays",-96.354444,19.344444,9,0,30,70,0,297.140411376953,16.1219482421875,36.1785087585449,140.300979614258,18.2280216217041,86.3109664916992,642.698547363281,588.268615722656,602.6171875,609.79638671875,797,65,NA,NA,1293,538,2822,2659,906,NA,600,400,NA,NA
"290","Zea mays",-61.46,10.71,5,70,0,30,0,206.999984741211,14.299955368042,54.2741050720215,103.985618591309,27.6496086120605,6.79070043563843,352.651519775391,291.084106445312,308.711578369141,305.4130859375,177,18,1000,0,342,60,5928,6738,NA,NA,700,400,NA,NA
"291","Zea mays",-61.26624,10.548746,5,70,0,0,30,206.999984741211,14.299955368042,54.2741050720215,103.985618591309,27.6496086120605,6.79070043563843,352.651519775391,291.084106445312,308.711578369141,305.4130859375,169,24,1000,60,342,60,5532,6676,NA,NA,600,300,-0.468659996986389,NA
"292","Zea mays",-61.249153,10.502186,5,70,0,0,30,206.999984741211,14.299955368042,54.2741050720215,103.985618591309,27.6496086120605,6.79070043563843,352.651519775391,291.084106445312,308.711578369141,305.4130859375,169,24,1000,60,342,60,5532,6676,NA,NA,600,300,-0.501219987869263,NA
"293","Zea mays",-61.249153,10.502186,5,70,0,0,30,206.999984741211,14.299955368042,54.2741050720215,103.985618591309,27.6496086120605,6.79070043563843,352.651519775391,291.084106445312,308.711578369141,305.4130859375,169,24,1000,60,342,60,5532,6676,NA,NA,600,300,-0.501219987869263,NA
"294","Zea mays",-61.249153,10.502186,5,70,0,0,30,206.999984741211,14.299955368042,54.2741050720215,103.985618591309,27.6496086120605,6.79070043563843,352.651519775391,291.084106445312,308.711578369141,305.4130859375,169,24,1000,60,342,60,5532,6676,NA,NA,600,300,-0.501219987869263,NA
"295","Zea mays",-47.71666667,-23.11666667,4,100,0,0,0,44.9545440673828,2.78937745094299,9.12830829620361,26.6466770172119,5.98332071304321,0.406862407922745,462.089385986328,398.217376708984,429.312377929688,405.924163818359,850,101,1000,0,1636,77,1888,1998,NA,NA,300,200,NA,NA
"296","Zea mays",-49.094245,-26.495538,5,60,0,20,20,350.999938964844,24.2477493286133,92.0299911499023,176.32341003418,46.8841171264648,11.5146646499634,525.123596191406,443.303527832031,479.983337402344,448.956848144531,779,231,800,6,2229,97,3073,4033,NA,NA,500,300,NA,NA
"297","Zea mays",-49.68333333,-28.93333333,5,60,0,20,20,209.715667724609,25.9117183685303,85.2631759643555,47.7648391723633,15.0393543243408,35.7365684509277,540.314392089844,460.484375,510.719940185547,469.638885498047,779,231,800,6,2229,97,3073,4033,NA,NA,500,300,NA,NA
"298","Zea mays",-97.382222,20.43027778,9,0,50,50,0,867.736206054688,47.0807609558105,105.651748657227,409.719512939453,53.2311134338379,252.05305480957,812.567199707031,800.321472167969,795.036071777344,816.016723632812,346,105,44,100,888,195,3922,4517,560,82,700,400,NA,NA
"299","Zea mays",-49.457185,-28.920044,5,60,0,20,20,206.999984741211,14.299955368042,54.2741050720215,103.985618591309,27.6496086120605,6.79070043563843,498.635314941406,452.249786376953,494.302978515625,471.663452148438,779,231,800,6,2229,97,3073,4033,NA,NA,500,300,NA,NA
"300","Zea mays",-49.381378,-21.070066,8,0,0,100,0,44.9545440673828,2.78937745094299,9.12830829620361,26.6466770172119,5.98332071304321,0.406862407922745,382.326965332031,340.016082763672,364.578735351562,362.026275634766,1085,204,1000,NA,1700,459,1404,1939,913,261,100,100,NA,NA
"301","Zea mays",-47.56666667,-22.43333333,4,100,0,0,0,44.9545440673828,2.78937745094299,9.12830829620361,26.6466770172119,5.98332071304321,0.406862407922745,484.906494140625,402.887969970703,426.988342285156,412.989654541016,850,101,1000,0,1636,77,1888,1998,NA,NA,300,200,NA,NA
"302","Zea mays",-49.15,-20.96666667,8,0,0,100,0,193.591491699219,14.0320625305176,48.0146751403809,73.0830078125,22.0174331665039,36.4443016052246,534.222045898438,441.872863769531,462.504547119141,458.088745117188,1085,204,1000,NA,1700,459,1404,1939,913,261,100,100,NA,NA
"303","Zea mays",-47.937215,-22.537739,12,0,100,0,0,209.715667724609,22.6214466094971,31.9342994689941,45.244270324707,11.0669288635254,98.8487167358398,424.826507568359,381.030120849609,401.712829589844,395.048400878906,2358,884,NA,NA,2225,132,901,1586,508,41,200,100,NA,NA
"304","Zea mays",-48.46666667,-20.93333333,8,0,0,100,0,867.736206054688,62.8959922790527,215.216430664062,327.580352783203,98.6888732910156,163.354507446289,563.8486328125,535.120056152344,540.39501953125,550.115478515625,1085,204,1000,NA,1700,459,1404,1939,913,261,100,100,NA,NA
"305","Zea mays",-46.852271,-22.437301,4,100,0,0,0,116.999992370605,7.25971412658691,23.7575950622559,69.3514022827148,15.5723609924316,1.05891180038452,513.542907714844,415.381713867188,467.684844970703,428.628936767578,850,101,1000,0,1636,77,1888,1998,NA,NA,300,200,-0.273169994354248,NA
"306","Zea mays",-48.92991,-20.756582,8,0,0,100,0,297.140411376953,21.5375823974609,73.6969299316406,112.17391204834,33.7941970825195,55.9377670288086,456.518371582031,399.442413330078,426.025909423828,422.763610839844,1085,204,1000,NA,1700,459,1404,1939,913,261,100,100,NA,NA
"307","Zea mays",-50.83333333,-21.78333333,8,0,0,100,0,193.591491699219,14.0320625305176,48.0146751403809,73.0830078125,22.0174331665039,36.4443016052246,306.021392822266,280.027313232422,296.171905517578,297.168975830078,1085,204,1000,NA,1700,459,1404,1939,913,261,100,100,-0.15259000658989,NA
"308","Zea mays",-97.129731,20.547635,9,0,30,70,0,272.378723144531,14.7784519195557,33.163631439209,128.60920715332,16.709020614624,79.1183776855469,514.703247070312,456.280578613281,481.724822998047,470.720886230469,797,65,NA,NA,1293,538,2822,2659,906,NA,600,400,NA,NA
"309","Zea mays",-47.71666667,-23.11666667,4,100,0,0,0,44.9545440673828,2.78937745094299,9.12830829620361,26.6466770172119,5.98332071304321,0.406862407922745,462.089385986328,398.217376708984,429.312377929688,405.924163818359,850,101,1000,0,1636,77,1888,1998,NA,NA,300,200,NA,NA
"310","Zea mays",-50.202062,-22.437175,1,0,0,0,100,193.591491699219,14.0320625305176,48.0146751403809,73.0830078125,22.0174331665039,36.4443016052246,376.381225585938,349.961608886719,364.164947509766,361.667449951172,152,41,NA,200,NA,NA,4609,6533,NA,NA,400,200,-0.220280006527901,NA
"311","Zea mays",-47.9,-22.01666667,1,0,0,0,100,44.9545440673828,2.78937745094299,9.12830829620361,26.6466770172119,5.98332071304321,0.406862407922745,484.906494140625,402.887969970703,426.988342285156,412.989654541016,152,41,NA,200,NA,NA,4609,6533,NA,NA,400,200,NA,NA
"312","Zea mays",-56.771095,-9.151427,2,25,5,5,65,545.81201171875,58.8752288818359,83.1131286621094,117.754028320312,28.8031044006348,257.266479492188,286.573059082031,276.588531494141,258.167938232422,273.764617919922,505,123,NA,99,2113,109,3715,5116,NA,NA,400,200,-0.196380004286766,NA
"313","Zea mays",-39.1086,-12.651497,2,30,0,10,60,503.846771240234,36.5202445983887,124.96435546875,190.207931518555,57.3031997680664,94.8509902954102,412.587066650391,372.147338867188,388.388763427734,384.219207763672,389,63,NA,100,NA,NA,3908,5537,NA,NA,400,200,NA,NA
"314","Zea mays",-92.081027,14.857059,2,10,0,20,70,NA,NA,NA,NA,NA,NA,709.796997070312,816.366149902344,837.624328613281,831.346740722656,510,94,NA,NA,NA,NA,6326,8000,NA,NA,1000,900,NA,NA
"315","Zea mays",-89.31613,19.841513,8,0,0,100,0,272.378723144531,14.7784519195557,33.163631439209,128.60920715332,16.709020614624,79.1183776855469,902.456298828125,792.69384765625,831.685729980469,807.518615722656,533,14,NA,NA,1217,327,4256,4311,634,NA,600,600,NA,NA
"316","Zea mays",-91.3232,14.418766,1,0,0,10,90,297.140411376953,21.5375823974609,73.6969299316406,112.17391204834,33.7941970825195,55.9377670288086,582.358764648438,587.60107421875,586.384643554688,616.249572753906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.311300009489059,NA
"317","Zea mays",-90.76666667,14.28333333,9,0,30,70,0,297.140411376953,21.5375823974609,73.6969299316406,112.17391204834,33.7941970825195,55.9377670288086,698.160217285156,688.634704589844,727.307678222656,728.087829589844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.267459988594055,NA
"318","Zea mays",-89.963493,14.94666,9,0,40,60,0,394.197570800781,48.7056503295898,160.267181396484,89.7824401855469,28.2691192626953,67.1731872558594,447.408325195312,380.653472900391,387.107971191406,392.101318359375,624,120,300,NA,565,66,4018,4874,509,139,700,500,NA,NA
"319","Zea mays",-89.55,14.78333333,8,0,0,100,0,394.197570800781,48.7056503295898,160.267181396484,89.7824401855469,28.2691192626953,67.1731872558594,447.408325195312,380.653472900391,387.107971191406,392.101318359375,516,79,200,NA,447,107,4411,5431,590,178,700,500,NA,NA
"320","Zea mays",-90.487282,15.092398,11,20,50,30,0,272.378723144531,19.7427825927734,67.5555267333984,102.82608795166,30.9780158996582,51.2762870788574,517.988342285156,388.365264892578,456.607940673828,408.317108154297,762,88,800,NA,1457,174,3333,3671,531,186,500,400,-0.322690010070801,NA
"321","Zea mays",-89.438894,14.624426,9,0,50,50,0,940.009643554688,116.144233703613,382.175598144531,214.096572875977,67.4109725952148,160.182220458984,428.120758056641,330.352630615234,364.140625,341.559967041016,510,135,100,0,1265,154,3191,3652,475,43,600,300,-0.214640006422997,NA
"322","Zea mays",-89.1,15.266667,9,0,40,60,0,363.889343261719,26.375732421875,90.2520370483398,137.37239074707,41.3856506347656,68.5034942626953,441.072906494141,367.638732910156,396.042327880859,388.046844482422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323","Zea mays",-90.751703,14.279885,9,0,30,70,0,297.140411376953,21.5375823974609,73.6969299316406,112.17391204834,33.7941970825195,55.9377670288086,698.160217285156,688.634704589844,727.307678222656,728.087829589844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.259149998426437,NA
"324","Zea mays",-90.76666667,14.28333333,9,0,30,70,0,297.140411376953,21.5375823974609,73.6969299316406,112.17391204834,33.7941970825195,55.9377670288086,698.160217285156,688.634704589844,727.307678222656,728.087829589844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.267459988594055,NA
"325","Zea mays",-49.33333333,-24.11666667,3,20,0,40,40,206.999984741211,14.299955368042,54.2741050720215,103.985618591309,27.6496086120605,6.79070043563843,510.178894042969,453.268981933594,471.267700195312,459.831817626953,242,75,NA,100,NA,NA,4368,4843,NA,NA,500,200,-0.242819994688034,NA
"326","Zea mays",-90.76666667,14.28333333,9,0,30,70,0,297.140411376953,21.5375823974609,73.6969299316406,112.17391204834,33.7941970825195,55.9377670288086,698.160217285156,688.634704589844,727.307678222656,728.087829589844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.267459988594055,NA
"327","Zea mays",-90.868418,14.112458,11,0,60,20,20,297.140411376953,21.5375823974609,73.6969299316406,112.17391204834,33.7941970825195,55.9377670288086,698.160217285156,688.634704589844,727.307678222656,728.087829589844,1644,996,NA,NA,NA,NA,3269,3821,NA,NA,600,500,NA,NA
"328","Zea mays",-74.5,20.33333333,9,0,50,50,0,321.88916015625,39.7714767456055,130.869049072266,73.3134765625,23.0836601257324,54.8514785766602,471.424072265625,409.136077880859,443.126586914062,425.07080078125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.43546000123024,NA
"329","Zea mays",-76.43333333,20.38333333,9,0,40,60,0,576.718078613281,71.2572250366211,234.473724365234,131.353302001953,41.358226776123,98.2755737304688,413.108642578125,373.061889648438,385.280792236328,378.104431152344,784,104,700,NA,1121,199,3591,3755,523,165,500,500,NA,NA
"330","Zea mays",-46.93333333,-22.45,1,0,0,0,100,116.999992370605,7.25971412658691,23.7575950622559,69.3514022827148,15.5723609924316,1.05891180038452,513.542907714844,415.381713867188,467.684844970703,428.628936767578,128,28,NA,200,NA,NA,4817,6327,NA,NA,400,100,-0.25365999341011,NA
"331","Zea mays",-49.457185,-28.920044,5,60,0,20,20,206.999984741211,14.299955368042,54.2741050720215,103.985618591309,27.6496086120605,6.79070043563843,498.635314941406,452.249786376953,494.302978515625,471.663452148438,779,231,800,6,2229,97,3073,4033,NA,NA,500,300,NA,NA
"332","Zea mays",-54.409057,-28.290932,2,0,0,30,70,201.5,12.5028409957886,40.9158630371094,119.438545227051,26.8190689086914,1.82368147373199,572.7841796875,495.319610595703,528.762573242188,510.848724365234,73,0,NA,200,NA,NA,5304,5847,NA,NA,400,100,-0.593169987201691,NA
"333","Zea mays",-97.61666667,16.11666667,11,20,60,20,0,545.81201171875,67.4385833740234,221.90837097168,124.314140319824,39.1418571472168,93.0090255737305,620.560485839844,583.869262695312,610.111267089844,611.479064941406,507,45,700,NA,1330,274,4049,3775,535,193,500,600,-0.257340013980865,NA
"334","Zea mays",-98.026611,16.343416,8,0,20,80,0,NA,NA,NA,NA,NA,NA,599.127624511719,578.710754394531,595.594299316406,608.65087890625,507,45,700,NA,1330,274,4049,3775,535,193,500,600,NA,NA
"335","Zea mays",-98.026611,16.343416,8,0,20,80,0,NA,NA,NA,NA,NA,NA,599.127624511719,578.710754394531,595.594299316406,608.65087890625,507,45,700,NA,1330,274,4049,3775,535,193,500,600,NA,NA
"336","Zea mays",-98.136052,16.539657,8,0,20,80,0,503.846771240234,36.5202445983887,124.96435546875,190.207931518555,57.3031997680664,94.8509902954102,428.175842285156,382.850341796875,416.423858642578,412.001007080078,507,45,700,NA,1330,274,4049,3775,535,193,500,600,NA,NA
"337","Zea mays",-97.95,17.03333333,8,0,0,100,0,1323.80529785156,163.564651489258,538.213684082031,301.509887695312,94.9341430664062,225.582885742188,1110.48986816406,967.135375976562,1076.56311035156,991.845458984375,796,141,NA,NA,1031,226,3250,3642,588,NA,600,300,NA,NA
"338","Zea mays",-96.48333333,15.71666667,11,0,70,30,0,NA,NA,NA,NA,NA,NA,792.751159667969,738.268798828125,745.266784667969,755.6767578125,2017,396,NA,NA,NA,NA,2653,3053,NA,NA,600,400,-0.242939993739128,NA
"339","Zea mays",-96.3,15.78333333,11,0,70,30,0,NA,NA,NA,NA,NA,NA,792.751159667969,738.268798828125,745.266784667969,755.6767578125,2017,396,NA,NA,NA,NA,2653,3053,NA,NA,600,400,-0.205779999494553,NA
"340","Zea mays",-49.825724,-22.232837,1,0,0,0,100,44.9545440673828,2.78937745094299,9.12830829620361,26.6466770172119,5.98332071304321,0.406862407922745,446.584594726562,377.470489501953,413.056274414062,402.395202636719,1085,204,1000,NA,1700,459,1404,1939,913,261,100,100,-0.234349995851517,NA
"341","Zea mays",-49.21666667,-20.93333333,8,0,0,100,0,193.591491699219,14.0320625305176,48.0146751403809,73.0830078125,22.0174331665039,36.4443016052246,534.222045898438,441.872863769531,462.504547119141,458.088745117188,1085,204,1000,NA,1700,459,1404,1939,913,261,100,100,NA,NA
"342","Zea mays",-50.010906,-20.404622,1,0,0,0,100,44.9545440673828,2.78937745094299,9.12830829620361,26.6466770172119,5.98332071304321,0.406862407922745,371.181610107422,325.871002197266,342.392272949219,339.272186279297,152,41,NA,200,NA,NA,4609,6533,NA,NA,400,200,-0.28973001241684,NA
"343","Zea mays",-105.2166667,21.1,8,0,0,80,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1111,154,NA,NA,NA,NA,3932,4923,NA,NA,700,500,NA,NA
"344","Zea mays",-105.2166667,21.1,8,0,0,80,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1111,154,NA,NA,NA,NA,3932,4923,NA,NA,700,500,NA,NA
"345","Zea mays",-105.1666667,21.2,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1111,154,NA,NA,NA,NA,3932,4923,NA,NA,700,500,NA,NA
"346","Zea mays",-105.1833333,20.81666667,8,0,0,80,20,363.889343261719,26.375732421875,90.2520370483398,137.37239074707,41.3856506347656,68.5034942626953,554.777709960938,531.539733886719,543.735717773438,544.010070800781,1111,154,NA,NA,NA,NA,3932,4923,NA,NA,700,500,NA,NA
"347","Zea mays",-105.1833333,20.81666667,8,0,0,80,20,363.889343261719,26.375732421875,90.2520370483398,137.37239074707,41.3856506347656,68.5034942626953,554.777709960938,531.539733886719,543.735717773438,544.010070800781,1111,154,NA,NA,NA,NA,3932,4923,NA,NA,700,500,NA,NA
"348","Zea mays",-39.21666667,-12.43333333,8,0,20,80,0,503.846771240234,36.5202445983887,124.96435546875,190.207931518555,57.3031997680664,94.8509902954102,422.953582763672,378.138031005859,403.654998779297,392.839721679688,1115,353,NA,NA,1625,476,2977,3054,697,NA,500,400,-0.243660002946854,NA
"349","Zea mays",-104.915301,21.232846,11,0,50,40,10,940.009643554688,101.39623260498,143.139266967773,202.798629760742,49.605354309082,443.070129394531,581.989685058594,518.615600585938,545.429931640625,532.802856445312,1288,137,NA,NA,NA,NA,2540,2755,NA,NA,600,400,NA,NA
"350","Zea mays",-105.3333333,22.65,9,0,0,60,40,NA,NA,NA,NA,NA,NA,701.692504882812,749.140991210938,792.775085449219,764.429016113281,2015,639,NA,NA,NA,NA,2827,4277,NA,NA,500,800,NA,NA
"351","Zea mays",-105.3333333,22.65,9,0,0,60,40,NA,NA,NA,NA,NA,NA,701.692504882812,749.140991210938,792.775085449219,764.429016113281,2015,639,NA,NA,NA,NA,2827,4277,NA,NA,500,800,NA,NA
"352","Zea mays",-105.3333333,22.65,9,0,0,60,40,NA,NA,NA,NA,NA,NA,701.692504882812,749.140991210938,792.775085449219,764.429016113281,2015,639,NA,NA,NA,NA,2827,4277,NA,NA,500,800,NA,NA
"353","Zea mays",-106.44719,23.365893,8,0,20,80,0,297.140411376953,21.5375823974609,73.6969299316406,112.17391204834,33.7941970825195,55.9377670288086,498.846008300781,480.394348144531,494.970916748047,490.082885742188,1450,200,800,NA,732,83,2220,2454,504,188,500,300,-0.234569996595383,NA
"354","Zea mays",-106.303401,23.201203,11,0,70,30,0,297.140411376953,21.5375823974609,73.6969299316406,112.17391204834,33.7941970825195,55.9377670288086,498.846008300781,480.394348144531,494.970916748047,490.082885742188,2049,1213,NA,NA,NA,NA,2359,2472,NA,NA,400,400,-0.260820001363754,NA
"355","Zea mays",-107.2166667,24.71666667,8,0,10,90,0,297.140411376953,15.6047353744507,55.663459777832,130.878677368164,13.0387334823608,81.9548187255859,477.245788574219,423.055419921875,454.166748046875,436.698669433594,2047,159,2800,1300,2486,246,1825,2107,822,163,500,300,NA,NA
"356","Zea mays",-107.562256,25.408895,8,0,0,100,0,297.140411376953,15.6047353744507,55.663459777832,130.878677368164,13.0387334823608,81.9548187255859,517.199768066406,467.645477294922,492.758575439453,477.050750732422,1097,77,1600,NA,1841,285,3439,3196,609,205,500,600,-0.286399990320206,NA
"357","Zea mays",-36.6,-10.28333333,3,40,0,20,40,545.81201171875,58.8752288818359,83.1131286621094,117.754028320312,28.8031044006348,257.266479492188,488.34619140625,433.309753417969,445.736419677734,448.836608886719,559,155,800,49,2199,99,3360,4497,NA,NA,500,200,-0.296490013599396,NA
"358","Zea mays",-108.639475,26.421574,8,0,5,95,0,297.140411376953,25.4222793579102,14.3360939025879,51.3323440551758,16.9976043701172,189.05207824707,736.29931640625,719.554504394531,730.75,729.228576660156,2251,183,2800,1600,2499,274,1956,2272,866,184,500,300,-0.49261999130249,NA
"359","Zea mays",-108.6333333,26.63333333,8,0,5,95,0,297.140411376953,25.4222793579102,14.3360939025879,51.3323440551758,16.9976043701172,189.05207824707,527.946899414062,444.137023925781,481.384765625,447.69482421875,2251,183,2800,1600,2499,274,1956,2272,866,184,500,300,NA,NA
